season,date,game,brand,asset,exposure,duration,qimv,exposure_impressions,sponsorship_impressions,qi_sponsorship_impressions
2022-2023,2022-12-22 00:00:00,LA Lakers,Coca-cola,Pole Pad,2,34,1880,253864,143856,32033
2022-2023,2022-12-22 00:00:00,LA Lakers,Delta,Pole Pad,3,56,2753,380796,236940,46891
2022-2023,2022-12-22 00:00:00,LA Lakers,Chase,Player Tunnel,63,648,43790,7996722,2741733,745997
2022-2023,2022-12-22 00:00:00,LA Lakers,Chase,Player Tunnel,90,446,13193,4322700,714046,224758
2022-2023,2022-12-22 00:00:00,LA Lakers,Chevy,Player Tunnel,73,234,18983,9266043,990070,323398
2022-2023,2022-12-22 00:00:00,LA Lakers,Chevy,Player Tunnel,55,174,4805,2641650,278574,81850
2022-2023,2022-12-22 00:00:00,LA Lakers,Citizens Financial,Player Tunnel,18,209,14453,2284778,884294,246213
2022-2023,2022-12-22 00:00:00,LA Lakers,Citizens Financial,Player Tunnel,81,334,8728,3890430,534734,148689
2022-2023,2022-12-22 00:00:00,LA Lakers,Coca-cola,Player Tunnel,24,189,13112,3046370,799672,223373
2022-2023,2022-12-22 00:00:00,LA Lakers,Coca-cola,Player Tunnel,88,331,7943,4226640,529931,135318
2022-2023,2022-12-22 00:00:00,LA Lakers,Draftkings,Player Tunnel,46,135,4028,2209380,216135,68614
2022-2023,2022-12-22 00:00:00,LA Lakers,Draftkings,Player Tunnel,16,240,15216,2030913,1015457,259213
2022-2023,2022-12-22 00:00:00,LA Lakers,Fan Duel,Player Tunnel,27,194,13200,3427166,820828,224878
2022-2023,2022-12-22 00:00:00,LA Lakers,Fan Duel,Player Tunnel,44,159,3602,2113320,254559,61356
2022-2023,2022-12-22 00:00:00,LA Lakers,Miller Lite,Player Tunnel,32,332,23813,4061827,1404715,405672
2022-2023,2022-12-22 00:00:00,LA Lakers,Miller Lite,Player Tunnel,107,400,10249,5139210,640400,174599
2022-2023,2022-12-22 00:00:00,LA Lakers,Verizon,Player Tunnel,22,90,6832,2792506,380796,116383
2022-2023,2022-12-22 00:00:00,LA Lakers,Chase,Player Seatbacks,126,532,39212,15993443,2250929,668014
2022-2023,2022-12-22 00:00:00,LA Lakers,Miller Lite,Player Seatbacks,133,625,42304,16881968,2644419,720690
2022-2023,2022-12-22 00:00:00,LA Lakers,Chase,On-Court,299,1123,113915,52313665,6549414,1940629
2022-2023,2022-12-22 00:00:00,LA Lakers,Citizens Financial,On-Court,253,654,67752,44265409,3814174,1154202
2022-2023,2022-12-22 00:00:00,LA Lakers,Chase,LED,97,234,17953,16971323,1364704,305840
2022-2023,2022-12-22 00:00:00,LA Lakers,Chevy,LED,41,109,7717,7173446,635696,131461
2022-2023,2022-12-22 00:00:00,LA Lakers,Citizens Financial,LED,36,124,6352,6298635,723177,108213
2022-2023,2022-12-22 00:00:00,LA Lakers,Coca-cola,LED,104,243,14968,18196057,1417193,254992
2022-2023,2022-12-22 00:00:00,LA Lakers,Draftkings,LED,44,79,6252,7698332,460734,106509
2022-2023,2022-12-22 00:00:00,LA Lakers,Fan Duel,LED,36,102,5397,6298635,594871,91947
2022-2023,2022-12-22 00:00:00,LA Lakers,Miller Lite,LED,105,243,16226,18371020,1417193,276421
2022-2023,2022-12-22 00:00:00,LA Lakers,Miller,Jersey,322,923,46657,56337793,5383000,794833
2022-2023,2022-12-23 00:00:00,LA Lakers,Chase,Upper Bowl LED,9,34,4469,2403401,302651,89729
2022-2023,2022-12-23 00:00:00,LA Lakers,Miller Lite,Upper Bowl LED,9,22,2847,2403401,195833,57172
2022-2023,2022-12-23 00:00:00,LA Lakers,Chase,Stanchion,33,236,17850,8812472,2100751,358410
2022-2023,2022-12-23 00:00:00,LA Lakers,Citizens Financial,Stanchion,21,138,10577,5607937,1228405,212380
2022-2023,2022-12-23 00:00:00,LA Lakers,Draftkings,Stanchion,11,60,4700,2937491,534089,94366
2022-2023,2022-12-23 00:00:00,LA Lakers,Draftkings,Stanchion,68,111,7893,18159033,988065,158481
2022-2023,2022-12-23 00:00:00,LA Lakers,Fan Duel,Stanchion,6,36,2822,1602268,320454,56656
2022-2023,2022-12-23 00:00:00,LA Lakers,Fan Duel,Stanchion,149,221,15982,39789645,1967229,320900
2022-2023,2022-12-23 00:00:00,LA Lakers,Miller,Stanchion,14,95,8075,3738624,845641,162141
2022-2023,2022-12-23 00:00:00,LA Lakers,Miller Lite,Stanchion,19,119,9882,5073847,1059277,198426
2022-2023,2022-12-23 00:00:00,LA Lakers,United Air Lines,Stanchion,5,30,2475,1335223,267045,49697
2022-2023,2022-12-23 00:00:00,LA Lakers,Chase,Scoreboard,6,27,1874,1602268,240340,37625
2022-2023,2022-12-23 00:00:00,LA Lakers,Chase,Scoreboard,3,18,1829,801134,160227,36726
2022-2023,2022-12-23 00:00:00,LA Lakers,Chase,Pole Pad,24,154,16666,3776028,807650,283911
2022-2023,2022-12-23 00:00:00,LA Lakers,Chevrolet,Pole Pad,2,19,2804,314669,99645,47776
2022-2023,2022-12-23 00:00:00,LA Lakers,Citizens,Pole Pad,3,19,2179,472004,99645,37113
2022-2023,2022-12-23 00:00:00,LA Lakers,Citizens Financial,Pole Pad,1,10,713,157335,52445,12141
2022-2023,2022-12-23 00:00:00,LA Lakers,Fan Duel,Pole Pad,1,14,2005,157335,73423,34149
2022-2023,2022-12-23 00:00:00,LA Lakers,Chase,Pole,39,436,47588,10414739,3881048,955499
2022-2023,2022-12-23 00:00:00,LA Lakers,Chevy,Pole,2,60,6879,534089,534089,138115
2022-2023,2022-12-23 00:00:00,LA Lakers,Citizens Financial,Pole,10,162,16281,2670446,1442041,326901
2022-2023,2022-12-23 00:00:00,LA Lakers,Draftkings,Pole,6,101,10589,1602268,899050,212617
2022-2023,2022-12-23 00:00:00,LA Lakers,Fan Duel,Pole,4,48,4948,1068178,427271,99341
2022-2023,2022-12-23 00:00:00,LA Lakers,Miller,Pole,9,156,16839,2403401,1388632,338098
2022-2023,2022-12-23 00:00:00,LA Lakers,Miller Lite,Pole,32,268,30849,8545427,2385598,619407
2022-2023,2022-12-23 00:00:00,LA Lakers,United Air Lines,Pole,5,43,4331,1335223,382764,86964
2022-2023,2022-12-23 00:00:00,LA Lakers,Chase,On-Court,5,30,1817,1335223,267045,36484
2022-2023,2022-12-23 00:00:00,LA Lakers,Chevrolet,Lower Bowl LED,4,20,2380,629338,104890,40544
2022-2023,2022-12-23 00:00:00,LA Lakers,Miller Lite,Jersey,297,2763,332969,79312246,24594808,6685553
2022-2023,2022-12-23 00:00:00,LA Lakers,Miller,Endzone,32,73,7649,8545427,649809,153576
2022-2023,2022-12-25 00:00:00,LA Lakers,Chase,Upper Bowl LED,2,6,4744,8137460,813746,222804
2022-2023,2022-12-25 00:00:00,LA Lakers,Citizens Financial,Upper Bowl LED,1,3,3265,4068730,406873,153350
2022-2023,2022-12-25 00:00:00,LA Lakers,Miller Lite,Upper Bowl LED,1,1,728,4068730,135624,34191
2022-2023,2022-12-25 00:00:00,LA Lakers,Miller,Endzone,23,44,36415,93580790,5967471,1710318
2022-2023,2022-12-27 00:00:00,LA Lakers,Chase,Virtual Branding,1,6,807,110816,22163,13748
2022-2023,2022-12-27 00:00:00,LA Lakers,Chase,Upper Bowl LED,1,3,263,176630,17663,4935
2022-2023,2022-12-27 00:00:00,LA Lakers,Chase,TVGI,2,20,1442,346693,115564,24557
2022-2023,2022-12-27 00:00:00,LA Lakers,Chevrolet,TVGI,2,20,2132,221633,73878,36329
2022-2023,2022-12-27 00:00:00,LA Lakers,Draftkings,Stanchion,120,662,50332,13297953,2445346,857447
2022-2023,2022-12-27 00:00:00,LA Lakers,Fan Duel,Stanchion,1,4,383,110816,14776,6532
2022-2023,2022-12-27 00:00:00,LA Lakers,Chevy,Scoreboard,1,2,216,176630,11775,4041
2022-2023,2022-12-27 00:00:00,LA Lakers,Chase,Pole Pad,4,16,5427,693387,92452,92452
2022-2023,2022-12-27 00:00:00,LA Lakers,Chase,Pole Pad,19,109,11426,3293588,629826,194645
2022-2023,2022-12-27 00:00:00,LA Lakers,Chase,Pole Pad,13,83,4170,1440612,306592,71034
2022-2023,2022-12-27 00:00:00,LA Lakers,Citizens Financial,Pole Pad,3,9,954,332449,33245,16260
2022-2023,2022-12-27 00:00:00,LA Lakers,Delta,Pole Pad,2,86,7249,221633,317673,123484
2022-2023,2022-12-27 00:00:00,LA Lakers,Fan Duel,Pole Pad,1,4,1357,173347,23113,23113
2022-2023,2022-12-27 00:00:00,LA Lakers,Fan Duel,Pole Pad,1,13,1165,110816,48020,19852
2022-2023,2022-12-27 00:00:00,LA Lakers,Chase,Player Tunnel,60,697,41838,6648976,2574631,712738
2022-2023,2022-12-27 00:00:00,LA Lakers,Chevy,Player Tunnel,76,260,18348,8422037,960408,312571
2022-2023,2022-12-27 00:00:00,LA Lakers,Citizens Financial,Player Tunnel,15,167,10525,1662244,616877,179300
2022-2023,2022-12-27 00:00:00,LA Lakers,Coca-cola,Player Tunnel,21,230,13128,2327142,849591,223652
2022-2023,2022-12-27 00:00:00,LA Lakers,Draftkings,Player Tunnel,12,161,9208,1329795,594714,156873
2022-2023,2022-12-27 00:00:00,LA Lakers,Fan Duel,Player Tunnel,30,232,14585,3324488,856979,248460
2022-2023,2022-12-27 00:00:00,LA Lakers,Miller Lite,Player Tunnel,29,267,17027,3213672,986265,290065
2022-2023,2022-12-27 00:00:00,LA Lakers,Verizon,Player Tunnel,24,77,5490,2659591,284428,93527
2022-2023,2022-12-27 00:00:00,LA Lakers,Chase,Player Seatbacks,132,648,41942,14627748,2393631,714508
2022-2023,2022-12-27 00:00:00,LA Lakers,Miller Lite,Player Seatbacks,122,573,33551,13519585,2116591,571577
2022-2023,2022-12-27 00:00:00,LA Lakers,Citizens Financial,Penalty Box,1,3,337,176630,17663,6315
2022-2023,2022-12-27 00:00:00,LA Lakers,Miller Lite,Penalty Box,1,14,909,176630,82427,17038
2022-2023,2022-12-27 00:00:00,LA Lakers,Chase,On-Court,279,1032,98751,49279770,6076072,1851589
2022-2023,2022-12-27 00:00:00,LA Lakers,Citizens Financial,On-Court,244,659,62715,43097720,3879972,1175905
2022-2023,2022-12-27 00:00:00,LA Lakers,Chase,LED,70,156,11323,12364100,918476,212305
2022-2023,2022-12-27 00:00:00,LA Lakers,Chevy,LED,31,108,5993,5475530,635868,112366
2022-2023,2022-12-27 00:00:00,LA Lakers,Citizens Financial,LED,27,57,3321,4769010,335597,62265
2022-2023,2022-12-27 00:00:00,LA Lakers,Coca-cola,LED,53,133,7810,9361390,783060,146443
2022-2023,2022-12-27 00:00:00,LA Lakers,Draftkings,LED,42,84,6361,7418460,494564,119268
2022-2023,2022-12-27 00:00:00,LA Lakers,Fan Duel,LED,23,44,2682,4062490,259057,50292
2022-2023,2022-12-27 00:00:00,LA Lakers,Miller Lite,LED,70,159,10835,12364100,936139,203159
2022-2023,2022-12-27 00:00:00,LA Lakers,Miller,Jersey,391,1431,62488,69062330,8425251,1171654
2022-2023,2022-12-27 00:00:00,LA Lakers,Citizens,Endzone,152,1449,140134,26348703,8372647,2387291
2022-2023,2022-12-27 00:00:00,LA Lakers,Citizens Financial,Endzone,186,1054,113524,32242491,6090248,1933979
2022-2023,2022-12-29 00:00:00,LA Lakers,Chevy,Virtual Branding,1,3,325,85488,8549,5535
2022-2023,2022-12-29 00:00:00,LA Lakers,Chevy,Virtual Branding,1,2,239,102324,6822,4289
2022-2023,2022-12-29 00:00:00,LA Lakers,Citizens Financial,Virtual Branding,1,2,271,102324,6822,4868
2022-2023,2022-12-29 00:00:00,LA Lakers,Chevrolet,TVGI,1,9,360,85488,25647,6137
2022-2023,2022-12-29 00:00:00,LA Lakers,Chevrolet,TVGI,1,11,853,102324,37519,15304
2022-2023,2022-12-29 00:00:00,LA Lakers,Citizens Financial,TVGI,3,5,598,306973,17054,10730
2022-2023,2022-12-29 00:00:00,LA Lakers,Fan Duel,TVGI,1,14,1151,102324,47751,20667
2022-2023,2022-12-29 00:00:00,LA Lakers,Miller Lite,TVGI,1,15,1479,102324,51162,26548
2022-2023,2022-12-29 00:00:00,LA Lakers,Citizens Financial,Stanchion,122,598,39662,12483559,2039663,711985
2022-2023,2022-12-29 00:00:00,LA Lakers,Citizens Financial,Stanchion,122,598,39662,12483559,2039663,711985
2022-2023,2022-12-29 00:00:00,LA Lakers,Draftkings,Stanchion,92,495,33459,9413831,1688350,600636
2022-2023,2022-12-29 00:00:00,LA Lakers,Draftkings,Stanchion,92,495,33459,9413831,1688350,600636
2022-2023,2022-12-29 00:00:00,LA Lakers,Chase,Pole Pad,13,70,3456,1111349,199473,58881
2022-2023,2022-12-29 00:00:00,LA Lakers,Chase,Pole Pad,3,12,2007,256465,34195,34195
2022-2023,2022-12-29 00:00:00,LA Lakers,Chase,Pole Pad,8,32,1723,818594,109146,30939
2022-2023,2022-12-29 00:00:00,LA Lakers,Chase,Pole Pad,1,4,760,102324,13643,13643
2022-2023,2022-12-29 00:00:00,LA Lakers,Chevrolet,Pole Pad,2,20,1602,170977,56992,27295
2022-2023,2022-12-29 00:00:00,LA Lakers,Chevrolet,Pole Pad,2,8,1338,170977,22797,22797
2022-2023,2022-12-29 00:00:00,LA Lakers,Chevrolet,Pole Pad,1,12,688,102324,40930,12348
2022-2023,2022-12-29 00:00:00,LA Lakers,Chevrolet,Pole Pad,2,8,1520,204649,27286,27286
2022-2023,2022-12-29 00:00:00,LA Lakers,Chevy,Pole Pad,1,12,806,85488,34195,13736
2022-2023,2022-12-29 00:00:00,LA Lakers,Chevy,Pole Pad,1,4,760,102324,13643,13643
2022-2023,2022-12-29 00:00:00,LA Lakers,Chevy,Pole Pad,3,23,1791,306973,78449,32157
2022-2023,2022-12-29 00:00:00,LA Lakers,Citizens,Pole Pad,1,1,56,85488,2850,961
2022-2023,2022-12-29 00:00:00,LA Lakers,Citizens Financial,Pole Pad,3,13,641,256465,37045,10923
2022-2023,2022-12-29 00:00:00,LA Lakers,Citizens Financial,Pole Pad,2,8,1338,170977,22797,22797
2022-2023,2022-12-29 00:00:00,LA Lakers,Citizens Financial,Pole Pad,24,341,15289,2455782,1163086,274456
2022-2023,2022-12-29 00:00:00,LA Lakers,Citizens Financial,Pole Pad,7,28,5320,716270,95503,95503
2022-2023,2022-12-29 00:00:00,LA Lakers,Delta,Pole Pad,1,4,760,102324,13643,13643
2022-2023,2022-12-29 00:00:00,LA Lakers,Delta,Pole Pad,1,13,785,102324,44341,14096
2022-2023,2022-12-29 00:00:00,LA Lakers,Fan Duel,Pole Pad,1,14,1095,85488,39895,18647
2022-2023,2022-12-29 00:00:00,LA Lakers,Fan Duel,Pole Pad,1,4,669,85488,11398,11398
2022-2023,2022-12-29 00:00:00,LA Lakers,Fan Duel,Pole Pad,1,4,760,102324,13643,13643
2022-2023,2022-12-29 00:00:00,LA Lakers,Vizzy Seltzer,Pole Pad,1,4,669,85488,11398,11398
2022-2023,2022-12-29 00:00:00,LA Lakers,Chase,Player Tunnel,130,1007,51821,13302153,3434684,930264
2022-2023,2022-12-29 00:00:00,LA Lakers,Chase,Player Tunnel,130,1007,51821,13302153,3434684,930264
2022-2023,2022-12-29 00:00:00,LA Lakers,Citizens Financial,Player Tunnel,100,585,32327,10232425,1995323,580306
2022-2023,2022-12-29 00:00:00,LA Lakers,Citizens Financial,Player Tunnel,100,585,32327,10232425,1995323,580306
2022-2023,2022-12-29 00:00:00,LA Lakers,Coca-cola,Player Tunnel,32,362,17686,3274376,1234713,317491
2022-2023,2022-12-29 00:00:00,LA Lakers,Coca-cola,Player Tunnel,32,362,17686,3274376,1234713,317491
2022-2023,2022-12-29 00:00:00,LA Lakers,Draftkings,Player Tunnel,29,168,8599,2967403,573016,154359
2022-2023,2022-12-29 00:00:00,LA Lakers,Draftkings,Player Tunnel,29,168,8599,2967403,573016,154359
2022-2023,2022-12-29 00:00:00,LA Lakers,Fan Duel,Player Tunnel,48,347,18671,4911564,1183550,335165
2022-2023,2022-12-29 00:00:00,LA Lakers,Fan Duel,Player Tunnel,48,347,18671,4911564,1183550,335165
2022-2023,2022-12-29 00:00:00,LA Lakers,Miller Lite,Player Tunnel,47,480,24968,4809240,1637188,448206
2022-2023,2022-12-29 00:00:00,LA Lakers,Miller Lite,Player Tunnel,47,480,24968,4809240,1637188,448206
2022-2023,2022-12-29 00:00:00,LA Lakers,Verizon,Player Tunnel,50,393,18844,5116213,1340448,338273
2022-2023,2022-12-29 00:00:00,LA Lakers,Verizon,Player Tunnel,50,393,18844,5116213,1340448,338273
2022-2023,2022-12-29 00:00:00,LA Lakers,Citizens Financial,Player Seatbacks,36,250,10880,3683673,852702,195303
2022-2023,2022-12-29 00:00:00,LA Lakers,Citizens Financial,Player Seatbacks,36,250,10880,3683673,852702,195303
2022-2023,2022-12-29 00:00:00,LA Lakers,Chevrolet,Lower Bowl LED,1,9,408,85488,25647,6943
2022-2023,2022-12-29 00:00:00,LA Lakers,Citizens,Endzone,163,1528,72457,13934609,4354209,1234361
2022-2023,2022-12-29 00:00:00,LA Lakers,Citizens Financial,Endzone,226,1602,76524,19320378,4565081,1303646
2022-2023,2022-12-31 00:00:00,LA Lakers,Chevy,Virtual Branding,1,3,271,71432,7143,4623
2022-2023,2022-12-31 00:00:00,LA Lakers,Chevrolet,TVGI,1,8,276,71432,19049,4707
2022-2023,2022-12-31 00:00:00,LA Lakers,Chase,Pole Pad,17,154,6137,1214349,366686,104547
2022-2023,2022-12-31 00:00:00,LA Lakers,Chase,Pole Pad,3,12,1677,214297,28573,28573
2022-2023,2022-12-31 00:00:00,LA Lakers,Chevrolet,Pole Pad,2,20,1374,142865,47622,23413
2022-2023,2022-12-31 00:00:00,LA Lakers,Chevrolet,Pole Pad,2,8,1118,142865,19049,19049
2022-2023,2022-12-31 00:00:00,LA Lakers,Chevy,Pole Pad,1,15,876,71432,35716,14922
2022-2023,2022-12-31 00:00:00,LA Lakers,Citizens Financial,Pole Pad,1,4,559,71432,9524,9524
2022-2023,2022-12-31 00:00:00,LA Lakers,Citizens Financial,Pole Pad,1,11,682,71432,26192,11627
2022-2023,2022-12-31 00:00:00,LA Lakers,Fan Duel,Pole Pad,1,14,821,71432,33335,13994
2022-2023,2022-12-31 00:00:00,LA Lakers,Fan Duel,Pole Pad,1,4,559,71432,9524,9524
2022-2023,2022-12-31 00:00:00,LA Lakers,Vizzy Seltzer,Pole Pad,1,4,559,71432,9524,9524
2022-2023,2022-12-31 00:00:00,LA Lakers,Chevrolet,Lower Bowl LED,1,8,436,71432,19049,7419
2022-2023,2022-12-31 00:00:00,LA Lakers,Citizens,Endzone,143,1348,54100,10214819,3209691,921637
2022-2023,2022-12-31 00:00:00,LA Lakers,Citizens Financial,Endzone,205,1176,51177,14643622,2800146,871841
2022-2023,2023-01-15 00:00:00,NY Islanders,Chevy,Virtual Branding,1,3,242,66493,6649,4345
2022-2023,2023-01-15 00:00:00,NY Islanders,Chevrolet,TVGI,1,8,240,66493,17731,4303
2022-2023,2023-01-15 00:00:00,NY Islanders,Chase,Pole Pad,5,20,2469,332465,44329,44329
2022-2023,2023-01-15 00:00:00,NY Islanders,Chase,Pole Pad,18,103,3747,1196872,228292,67262
2022-2023,2023-01-15 00:00:00,NY Islanders,Chevrolet,Pole Pad,3,12,1482,199479,26597,26597
2022-2023,2023-01-15 00:00:00,NY Islanders,Chevrolet,Pole Pad,2,20,941,132986,44329,16891
2022-2023,2023-01-15 00:00:00,NY Islanders,Chevy,Pole Pad,1,7,380,66493,15515,6819
2022-2023,2023-01-15 00:00:00,NY Islanders,Chevy,Pole Pad,1,4,494,66493,8866,8866
2022-2023,2023-01-15 00:00:00,NY Islanders,Citizens Financial,Pole Pad,1,4,494,66493,8866,8866
2022-2023,2023-01-15 00:00:00,NY Islanders,Citizens Financial,Pole Pad,1,10,291,66493,22164,5222
2022-2023,2023-01-15 00:00:00,NY Islanders,Fan Duel,Pole Pad,1,4,494,66493,8866,8866
2022-2023,2023-01-15 00:00:00,NY Islanders,Fan Duel,Pole Pad,1,14,737,66493,31030,13225
2022-2023,2023-01-15 00:00:00,NY Islanders,Citizens,Endzone,208,1373,50549,13830523,3043158,907423
2022-2023,2023-01-15 00:00:00,NY Islanders,Citizens Financial,Endzone,207,1134,44440,13764030,2513432,797759
2022-2023,2023-01-16 00:00:00,NJ Devils,Chevy,Virtual Branding,1,3,534,146236,14624,9586
2022-2023,2023-01-16 00:00:00,NY Islanders,Chevy,Virtual Branding,1,3,444,123274,12327,7970
2022-2023,2023-01-16 00:00:00,NJ Devils,Citizens Financial,Virtual Branding,1,3,597,146236,14624,10725
2022-2023,2023-01-16 00:00:00,NJ Devils,Chase,Upper Bowl LED,5,21,2066,1962178,274705,71634
2022-2023,2023-01-16 00:00:00,NJ Devils,Citizens Financial,Upper Bowl LED,4,15,2032,1569743,196218,70478
2022-2023,2023-01-16 00:00:00,NJ Devils,Miller,Upper Bowl LED,1,1,128,392436,13081,4445
2022-2023,2023-01-16 00:00:00,NJ Devils,Miller Lite,Upper Bowl LED,1,2,236,392436,26162,8178
2022-2023,2023-01-16 00:00:00,NY Islanders,Chevrolet,TVGI,1,12,1246,123274,49310,22362
2022-2023,2023-01-16 00:00:00,NY Islanders,Coca-cola,TVGI,1,14,1475,123274,57528,26480
2022-2023,2023-01-16 00:00:00,NJ Devils,Chase,Stanchion,74,629,40122,29040239,8228068,1391403
2022-2023,2023-01-16 00:00:00,NJ Devils,Citizens Financial,Stanchion,31,239,15039,12165506,3126404,521535
2022-2023,2023-01-16 00:00:00,NY Islanders,Citizens Financial,Stanchion,150,508,43466,18491086,2087438,780280
2022-2023,2023-01-16 00:00:00,NY Islanders,Citizens Financial,Stanchion,150,508,43466,18491086,2087438,780280
2022-2023,2023-01-16 00:00:00,NJ Devils,Draftkings,Stanchion,13,60,4355,5101664,784871,151013
2022-2023,2023-01-16 00:00:00,NJ Devils,Draftkings,Stanchion,94,143,9124,36888953,1870610,316405
2022-2023,2023-01-16 00:00:00,NJ Devils,Fan Duel,Stanchion,9,51,3772,3531921,667141,130826
2022-2023,2023-01-16 00:00:00,NJ Devils,Fan Duel,Stanchion,161,272,15742,63182142,3558083,545909
2022-2023,2023-01-16 00:00:00,NY Islanders,Fan Duel,Stanchion,29,82,7325,3574943,336949,131485
2022-2023,2023-01-16 00:00:00,NY Islanders,Fan Duel,Stanchion,29,82,7325,3574943,336949,131485
2022-2023,2023-01-16 00:00:00,NJ Devils,Miller,Stanchion,13,60,4501,5101664,784871,156081
2022-2023,2023-01-16 00:00:00,NJ Devils,Miller Lite,Stanchion,11,109,6848,4316792,1425850,237476
2022-2023,2023-01-16 00:00:00,NJ Devils,United Air Lines,Stanchion,11,75,5115,4316792,981089,177381
2022-2023,2023-01-16 00:00:00,NJ Devils,Chase,Scoreboard,11,35,2734,4316792,457842,94811
2022-2023,2023-01-16 00:00:00,NJ Devils,Chevy,Scoreboard,1,2,216,392436,26162,7475
2022-2023,2023-01-16 00:00:00,NJ Devils,Chase,Pole Pad,12,94,8092,1754828,458205,145261
2022-2023,2023-01-16 00:00:00,NY Islanders,Chase,Pole Pad,2,8,1831,246548,32873,32873
2022-2023,2023-01-16 00:00:00,NY Islanders,Chase,Pole Pad,12,86,4960,1479287,353385,89043
2022-2023,2023-01-16 00:00:00,NJ Devils,Chevrolet,Pole Pad,2,18,2415,292471,87741,43350
2022-2023,2023-01-16 00:00:00,NY Islanders,Chevrolet,Pole Pad,1,6,510,123274,24655,9157
2022-2023,2023-01-16 00:00:00,NY Islanders,Chevrolet,Pole Pad,2,8,1831,246548,32873,32873
2022-2023,2023-01-16 00:00:00,NJ Devils,Chevy,Pole Pad,1,17,1912,146236,82867,34323
2022-2023,2023-01-16 00:00:00,NY Islanders,Chevy,Pole Pad,1,5,571,123274,20546,10256
2022-2023,2023-01-16 00:00:00,NJ Devils,Citizens Financial,Pole Pad,7,56,4410,1023650,272973,79164
2022-2023,2023-01-16 00:00:00,NY Islanders,Coca-cola,Pole Pad,2,8,1831,246548,32873,32873
2022-2023,2023-01-16 00:00:00,NY Islanders,Delta,Pole Pad,2,34,1570,246548,139710,28179
2022-2023,2023-01-16 00:00:00,NJ Devils,Fan Duel,Pole Pad,1,14,1619,146236,68243,29065
2022-2023,2023-01-16 00:00:00,NY Islanders,Fan Duel,Pole Pad,1,4,916,123274,16437,16437
2022-2023,2023-01-16 00:00:00,NY Islanders,Fan Duel,Pole Pad,1,13,1267,123274,53419,22751
2022-2023,2023-01-16 00:00:00,NY Islanders,Miller Lite,Pole Pad,1,20,1048,123274,82183,18820
2022-2023,2023-01-16 00:00:00,NJ Devils,Chase,Pole,76,957,88158,29825111,12518698,3057271
2022-2023,2023-01-16 00:00:00,NJ Devils,Chevy,Pole,4,85,8178,1569743,1111901,283624
2022-2023,2023-01-16 00:00:00,NJ Devils,Citizens Financial,Pole,12,177,14566,4709228,2315370,505129
2022-2023,2023-01-16 00:00:00,NJ Devils,Draftkings,Pole,9,122,11219,3531921,1595905,389063
2022-2023,2023-01-16 00:00:00,NJ Devils,Fan Duel,Pole,10,75,6544,3924357,981089,226926
2022-2023,2023-01-16 00:00:00,NJ Devils,Miller,Pole,7,111,10201,2747050,1452012,353757
2022-2023,2023-01-16 00:00:00,NJ Devils,Miller Lite,Pole,18,258,25375,7063842,3374947,880002
2022-2023,2023-01-16 00:00:00,NJ Devils,United Air Lines,Pole,16,127,11171,6278971,1661311,387418
2022-2023,2023-01-16 00:00:00,NY Islanders,Chase,Player Tunnel,64,555,34192,7889530,2280567,613800
2022-2023,2023-01-16 00:00:00,NY Islanders,Chase,Player Tunnel,64,555,34192,7889530,2280567,613800
2022-2023,2023-01-16 00:00:00,NY Islanders,Citizens Financial,Player Tunnel,88,480,31983,10848104,1972383,574145
2022-2023,2023-01-16 00:00:00,NY Islanders,Citizens Financial,Player Tunnel,88,480,31983,10848104,1972383,574145
2022-2023,2023-01-16 00:00:00,NY Islanders,Coca-cola,Player Tunnel,31,286,17384,3821491,1175211,312060
2022-2023,2023-01-16 00:00:00,NY Islanders,Coca-cola,Player Tunnel,31,286,17384,3821491,1175211,312060
2022-2023,2023-01-16 00:00:00,NJ Devils,Draftkings,Player Tunnel,7,22,1165,2747050,287786,40405
2022-2023,2023-01-16 00:00:00,NY Islanders,Draftkings,Player Tunnel,15,188,10970,1849109,772516,196932
2022-2023,2023-01-16 00:00:00,NY Islanders,Draftkings,Player Tunnel,15,188,10970,1849109,772516,196932
2022-2023,2023-01-16 00:00:00,NY Islanders,Fan Duel,Player Tunnel,19,185,11200,2342204,760189,201056
2022-2023,2023-01-16 00:00:00,NY Islanders,Fan Duel,Player Tunnel,19,185,11200,2342204,760189,201056
2022-2023,2023-01-16 00:00:00,NY Islanders,Miller Lite,Player Tunnel,49,468,29723,6040422,1923073,533560
2022-2023,2023-01-16 00:00:00,NY Islanders,Miller Lite,Player Tunnel,49,468,29723,6040422,1923073,533560
2022-2023,2023-01-16 00:00:00,NY Islanders,Verizon,Player Tunnel,36,315,18194,4437861,1294376,326613
2022-2023,2023-01-16 00:00:00,NY Islanders,Verizon,Player Tunnel,36,315,18194,4437861,1294376,326613
2022-2023,2023-01-16 00:00:00,NJ Devils,Chevrolet,Lower Bowl LED,1,7,976,146236,34122,17518
2022-2023,2023-01-16 00:00:00,NJ Devils,Miller Lite,Jersey,352,3434,360743,138137355,44920803,12510373
2022-2023,2023-01-16 00:00:00,NJ Devils,Coca-cola,Endzone,1,3,269,392436,39244,9320
2022-2023,2023-01-16 00:00:00,NJ Devils,Miller,Endzone,22,41,4444,8633585,536329,154130
2022-2023,2023-01-18 00:00:00,Buffalo Bills,Chevy,Virtual Branding,1,3,509,132869,13287,9137
